Name,Internal Reference,Barcode,Product Type,Category,Sales Price,Cost,Quantity On Hand,Can be Sold,Can be Purchased,Shopee Product ID,Shopee Variation ID,Shopee Parent SKU
KC61F Tutup Depan Tiang Jarum Set Obras Industri Siruba,TKM-02075,2000000004129,Storable Product,Jarum / Needles,15000,0,45,TRUE,TRUE,8407301059,90552270724,
No. 93DD Tension Benang Jadul Mesin Jahit Tradisional,TKM-02076,2000000004130,Storable Product,Mesin Jahit / Sewing Machine,9000,0,82,TRUE,TRUE,8407301183,73065409913,T.No93DD
Sepatu Kerut Mesin Jahit Industri P50,TKM-02077,2000000004131,Storable Product,Mesin Jahit / Sewing Machine,12000,0,388,TRUE,TRUE,8407316793,23760696011,pf.KerutP50
Needle Plat / Plate 14-8010 untuk Kam Kansai  Special,TKM-02078,2000000004132,Storable Product,Jarum / Needles,30000,0,99,TRUE,TRUE,8407323486,23761325237,
Alat sepatu Rempel G900 E Kenlen,TKM-02079,2000000004133,Storable Product,Sepatu / Presser Foot,775000,0,5,TRUE,TRUE,8407337401,53069239249,Alat sepatu Rempel G900 E Kenlen
Lampu Mesin Jahit -Lampu LED Yong Jin 10 Titik High Quality,TKM-02080,2000000004134,Storable Product,Mesin Jahit / Sewing Machine,45000,0,30,TRUE,TRUE,8407337462,33069260062,
mizho rollax spray,TKM-02081,2000000004135,Storable Product,Lain-lain / Others,430000,0,97,TRUE,TRUE,8407349299,73070444632,mizho rollax spray
Piringan Tiang Benang Mesin Jahit High Speed Industri,TKM-02082,2000000004136,Storable Product,Mesin Jahit / Sewing Machine,2999,0,514,TRUE,TRUE,8407506375,53086305846,Piringan Tiang Benang
Pisau mesin potong octa RS100 golden eagle taiwan Bulat,TKM-02083,2000000004137,Storable Product,Mesin / Machines,60000,0,89,TRUE,TRUE,8407556032,43092022046,pisau octa RS100 golden eagle
Pisau lubang kancing taiwan - 1/2”,TKM-02084-01,2000000004138,Storable Product,Pisau / Blades,48999,0,83,TRUE,TRUE,8407556075,43092022096,button hole knives
Pisau lubang kancing taiwan - 5/16'',TKM-02084-02,2000000004139,Storable Product,Pisau / Blades,48999,0,100,TRUE,TRUE,8407556075,43092022094,button hole knives
Pisau lubang kancing taiwan - 3/8'',TKM-02084-03,2000000004140,Storable Product,Pisau / Blades,48999,0,98,TRUE,TRUE,8407556075,43092022100,button hole knives
Pisau lubang kancing taiwan - 3/4'',TKM-02084-04,2000000004141,Storable Product,Pisau / Blades,48999,0,98,TRUE,TRUE,8407556075,43092022095,button hole knives
Pisau lubang kancing taiwan - 1'',TKM-02084-05,2000000004142,Storable Product,Pisau / Blades,48999,0,100,TRUE,TRUE,8407556075,43092022098,button hole knives
Pisau lubang kancing taiwan - 7/8'',TKM-02084-06,2000000004143,Storable Product,Pisau / Blades,48999,0,100,TRUE,TRUE,8407556075,43092022102,button hole knives
Pisau lubang kancing taiwan - 7/16'',TKM-02084-07,2000000004144,Storable Product,Pisau / Blades,48999,0,99,TRUE,TRUE,8407556075,43092022097,button hole knives
Pisau lubang kancing taiwan - 5/8'',TKM-02084-08,2000000004145,Storable Product,Pisau / Blades,48999,0,96,TRUE,TRUE,8407556075,43092022101,button hole knives
Pisau lubang kancing taiwan - 9/16'',TKM-02084-09,2000000004146,Storable Product,Pisau / Blades,48999,0,97,TRUE,TRUE,8407556075,43092022099,button hole knives
Pisau Potong KM 12 Inchi,TKM-02085,2000000004147,Storable Product,Pisau / Blades,29999,0,14,TRUE,TRUE,8407671424,43104387661,Pisau Potong KM 12 Inchi
M-036 Batang Penghubung Dudukan Pisau Mesin Potong KM,TKM-02086,2000000004148,Storable Product,Sparepart / Parts,45000,0,19,TRUE,TRUE,8407685910,33105779890,M-036 Batang Penghubung Dudukan Pisau
204705 5 Greifer - Looper Cagak Pegasus - LP21,TKM-02087-01,2000000004149,Storable Product,Pegasus Parts,19388,0,30,TRUE,TRUE,8407685990,23795438369,L.CagakPegasus
204705 5 Greifer - Looper Cagak Pegasus - 204705-5,TKM-02087-02,2000000004150,Storable Product,Pegasus Parts,19388,0,30,TRUE,TRUE,8407685990,23795438370,L.CagakPegasus
Pressure Gauge 4 Bar Naomoto - NagaMoto - YuliDengki - Maomoto - MTsai,TKM-02088,2000000004151,Storable Product,Gauge / Pengukur,65000,0,10,TRUE,TRUE,8407766703,73113276609,
Pisau KM Germany 8 Inchi merk Straight Knives,TKM-02089,2000000004152,Storable Product,Pisau / Blades,170000,0,20,TRUE,TRUE,8407766795,53113276760,straight knives KM 8 inchi
INK cleaner,TKM-02090,2000000004153,Storable Product,Lain-lain / Others,27500,0,903,TRUE,TRUE,8416887440,63751828690,INK cleaner
gunting butterfly 12'',TKM-02091,2000000004154,Storable Product,Gunting / Scissors,65000,0,2,TRUE,TRUE,8416887563,24375834846,G.BTF12
Gunting Benang Warna / Pemotong Benang / Thread Cutter TC 100 - Merah,TKM-02092-01,2000000004155,Storable Product,Gunting / Scissors,4749,0,78,TRUE,TRUE,8416887609,63751799746,
Gunting Benang Warna / Pemotong Benang / Thread Cutter TC 100 - Hijau,TKM-02092-02,2000000004156,Storable Product,Gunting / Scissors,4749,0,65,TRUE,TRUE,8416887609,63751799747,
Gunting Benang Warna / Pemotong Benang / Thread Cutter TC 100 - Ungu,TKM-02092-03,2000000004157,Storable Product,Gunting / Scissors,4749,0,70,TRUE,TRUE,8416887609,63751799748,
Gunting Benang Warna / Pemotong Benang / Thread Cutter TC 100 - Orange,TKM-02092-04,2000000004158,Storable Product,Gunting / Scissors,4749,0,83,TRUE,TRUE,8416887609,63751799745,
Payung Besi Import Mesin Jahit Industrial,TKM-02093,2000000004159,Storable Product,Mesin Jahit / Sewing Machine,5750,0,924,TRUE,TRUE,8416892314,73751829691,Payung Besi Import
Minyak singer 1L,TKM-02094,2000000004160,Storable Product,Lain-lain / Others,34500,0,874,TRUE,TRUE,8416892429,24375817054,
Pedal Kecil Angkatan Sepatu Mesin Obras atau Overdeck,TKM-02095,2000000004161,Storable Product,Mesin Obras / Overlock,26999,0,80,TRUE,TRUE,8416911557,73752840694,Pedal Kecil AS OB/Over
Pisau Obras Bawah Yamato DCZ 30421 Strong H,TKM-02096,2000000004162,Storable Product,Pisau / Blades,5000,0,97,TRUE,TRUE,8416928155,90907544947,
Karet tatakan bantalan alat potong gramasi,TKM-02097,2000000004163,Storable Product,Sparepart / Parts,65000,0,14,TRUE,TRUE,8416928255,43754075008,
Jarum Bordir Stik Rantai Chainstitch Inustrial Schmetz Needles PHX1 PH X 1,TKM-02098,2000000004164,Storable Product,Jarum / Needles,159955,0,32,TRUE,TRUE,8416929134,73754157137,SchmetzPHX1#14
Lampu meja sistem jepit,TKM-02099,2000000004165,Storable Product,Lain-lain / Others,225000,0,48,TRUE,TRUE,8416933035,43754097856,
Patungan Tiang /Jari jari tiang benang,TKM-02100,2000000004166,Storable Product,Benang / Thread,2600,0,42,TRUE,TRUE,8416933127,24377854122,PatunganTiangbenang
corong mesin jahit make up A30 1/4 xh Kenlen,TKM-02101,2000000004167,Storable Product,Mesin Jahit / Sewing Machine,177500,0,100,TRUE,TRUE,8416933360,80907555759,
Pisau atas mesin jahit obras Brother EF4 B531 Strong H 144074 001,TKM-02102,2000000004168,Storable Product,Mesin Jahit / Sewing Machine,15000,0,100,TRUE,TRUE,8416933743,24377919630,
Colokan mesin potong KM M-069 M-070,TKM-02103,2000000004169,Storable Product,Mesin / Machines,48000,0,99,TRUE,TRUE,8416933909,63754158590,Colokan MP KM M-069 M-070
spidol pola dalo,TKM-02104,2000000004170,Storable Product,Lain-lain / Others,137500,0,100,TRUE,TRUE,8416937543,43754459286,spidoldalo
Sprayway 833 Spotlifter Aerosol penghilang noda minyak pada pakaian kain untuk konveksi garment,TKM-02105,2000000004171,Storable Product,Sparepart / Parts,99999,0,82,TRUE,TRUE,8416937670,73754489206,
Per Baut Sekoci Bobbin Case Rumah Spull Mesin Lubang Kancing,TKM-02106,2000000004172,Storable Product,Sparepart / Parts,3500,0,23,TRUE,TRUE,8416942645,33754499982,
141513-001 China Brother LH4-B814 - Plat Tipis Jepit Benang,TKM-02107,2000000004173,Storable Product,Benang / Thread,10000,0,20,TRUE,TRUE,8441861417,81470280510,Plat Tipis Jepit Benang
PEGASUS EX GAUGE SET Mesin Jahit Obras Industri - Benang 6,TKM-02108-01,2000000004174,Storable Product,Mesin Jahit / Sewing Machine,150000,0,30,TRUE,TRUE,8507154055,43049854105,PEGASUS EX GAUGE SET
PEGASUS EX GAUGE SET Mesin Jahit Obras Industri - Benang 5 3mm,TKM-02108-02,2000000004175,Storable Product,Mesin Jahit / Sewing Machine,150000,0,29,TRUE,TRUE,8507154055,43049854106,PEGASUS EX GAUGE SET
PEGASUS EX GAUGE SET Mesin Jahit Obras Industri - Benang 3,TKM-02108-03,2000000004176,Storable Product,Mesin Jahit / Sewing Machine,137500,0,30,TRUE,TRUE,8507154055,43049854107,PEGASUS EX GAUGE SET
PEGASUS EX GAUGE SET Mesin Jahit Obras Industri - Benang 5 5mm,TKM-02108-04,2000000004177,Storable Product,Mesin Jahit / Sewing Machine,150000,0,30,TRUE,TRUE,8507154055,43049854108,PEGASUS EX GAUGE SET
PEGASUS EX GAUGE SET Mesin Jahit Obras Industri - Benang 4,TKM-02108-05,2000000004178,Storable Product,Mesin Jahit / Sewing Machine,137500,0,100,TRUE,TRUE,8507154055,43049854109,PEGASUS EX GAUGE SET
Tiang Benang Mesin Komplit Jahit Karung Portable NP7A NP 7 A,TKM-02109,2000000004179,Storable Product,Benang / Thread,10000,0,88,TRUE,TRUE,8507276265,63062913822,TB.NP7A
Roda Tatakan Bawah Mesin Potong Portable KM OCTA RS100 RC100,TKM-02110,2000000004180,Storable Product,Mesin / Machines,25000,0,3,TRUE,TRUE,8507281649,43063426236,Roda Tatakan
Jalur Benang Tension Mesin Jahit Karung Portable NP7A NP 7 A,TKM-02111,2000000004181,Storable Product,Mesin Jahit / Sewing Machine,6000,0,193,TRUE,TRUE,8507281726,53063426322,JB.NP7A
KL38 Jalur Benang Mesin Obras Industri,TKM-02112,2000000004182,Storable Product,Mesin Obras / Overlock,8000,0,97,TRUE,TRUE,8507281790,23757402137,JB.KL38
Cincin Benang Tiang Jarum Needle Bar Mesin Lubang Kancing Brother B814,TKM-02113,2000000004183,Storable Product,Jarum / Needles,9999,0,30,TRUE,TRUE,8507281904,33063433410,Cincin Benang Tiang Jarum
SIRUBA YAMATA TYPICAL Kepala Jarum Mesin Jahit Obras Industri - Benang 6 3MM,TKM-02114-01,2000000004184,Storable Product,Mesin Jahit / Sewing Machine,59999,0,98,TRUE,TRUE,8507291988,53064404047,Kepala Jarum Obras
SIRUBA YAMATA TYPICAL Kepala Jarum Mesin Jahit Obras Industri - Benang 5 5mm,TKM-02114-02,2000000004185,Storable Product,Mesin Jahit / Sewing Machine,48999,0,99,TRUE,TRUE,8507291988,53064404048,Kepala Jarum Obras
SIRUBA YAMATA TYPICAL Kepala Jarum Mesin Jahit Obras Industri - Benang 6 5mm,TKM-02114-03,2000000004186,Storable Product,Mesin Jahit / Sewing Machine,59999,0,99,TRUE,TRUE,8507291988,53064404049,Kepala Jarum Obras
SIRUBA YAMATA TYPICAL Kepala Jarum Mesin Jahit Obras Industri - Neci,TKM-02114-04,2000000004187,Storable Product,Mesin Jahit / Sewing Machine,28999,0,99,TRUE,TRUE,8507291988,53064404050,Kepala Jarum Obras
SIRUBA YAMATA TYPICAL Kepala Jarum Mesin Jahit Obras Industri - Benang 3,TKM-02114-05,2000000004188,Storable Product,Mesin Jahit / Sewing Machine,28999,0,100,TRUE,TRUE,8507291988,53064404044,Kepala Jarum Obras
SIRUBA YAMATA TYPICAL Kepala Jarum Mesin Jahit Obras Industri - Benang 4,TKM-02114-06,2000000004189,Storable Product,Mesin Jahit / Sewing Machine,29999,0,94,TRUE,TRUE,8507291988,53064404045,Kepala Jarum Obras
SIRUBA YAMATA TYPICAL Kepala Jarum Mesin Jahit Obras Industri - Benang 5 3mm,TKM-02114-07,2000000004190,Storable Product,Mesin Jahit / Sewing Machine,47999,0,97,TRUE,TRUE,8507291988,53064404046,Kepala Jarum Obras
Jepit Kain Penjepit Potong Kain Cloth Clamp - 10 in,TKM-02115-01,2000000004191,Storable Product,Lain-lain / Others,30000,0,91,TRUE,TRUE,8507300674,73065388414,Penjepit Potong Kain
Jepit Kain Penjepit Potong Kain Cloth Clamp - 8 in,TKM-02115-02,2000000004192,Storable Product,Lain-lain / Others,30000,0,149,TRUE,TRUE,8507300674,73065388413,Penjepit Potong Kain
Spul Spool Bobbin Aluminium Mesin Jahit Bordir Manual / Jarum 1,TKM-02116,2000000004193,Storable Product,Mesin Jahit / Sewing Machine,1500,0,867,TRUE,TRUE,8507300906,33065399239,
Tiang Jarum Needles Bar Mesin Jahit Jarum 1 Industri Lubang Besar / Kecil - Besi Lubang Kecil,TKM-02117-01,2000000004194,Storable Product,Mesin Jahit / Sewing Machine,8000,0,949,TRUE,TRUE,8507316755,33067097482,Tiang Jarum 1
Tiang Jarum Needles Bar Mesin Jahit Jarum 1 Industri Lubang Besar / Kecil - Alumunium Lbg Besar,TKM-02117-02,2000000004195,Storable Product,Mesin Jahit / Sewing Machine,10000,0,180,TRUE,TRUE,8507316755,33067097479,Tiang Jarum 1
Tiang Jarum Needles Bar Mesin Jahit Jarum 1 Industri Lubang Besar / Kecil - Besi Lubang Besar,TKM-02117-03,2000000004196,Storable Product,Mesin Jahit / Sewing Machine,8000,0,964,TRUE,TRUE,8507316755,33067097480,Tiang Jarum 1
Tiang Jarum Needles Bar Mesin Jahit Jarum 1 Industri Lubang Besar / Kecil - Alumunium Lbg Kecil,TKM-02117-04,2000000004197,Storable Product,Mesin Jahit / Sewing Machine,10000,0,172,TRUE,TRUE,8507316755,33067097481,Tiang Jarum 1
Pisau bawah mesin jahit KANSAI SPECIAL B2000C Strong H 07-707,TKM-02118,2000000004198,Storable Product,Mesin Jahit / Sewing Machine,70000,0,100,TRUE,TRUE,8507323639,80553507432,
Jarum Mesin Overdeck Overdek Groz Beckert Needles DVX43 / DV X 43,TKM-02119,2000000004199,Storable Product,Jarum / Needles,39325,0,40,TRUE,TRUE,8507327812,53068279446,
Rotary  hook Desheng DSH-DP2(457)T mesin jahit SINGER 457,TKM-02120,2000000004200,Storable Product,Mesin Jahit / Sewing Machine,385000,0,100,TRUE,TRUE,8507327895,80553741024,
Pisau mesin jahit Pegasus EX32 308030 STRONG.H,TKM-02121,2000000004201,Storable Product,Mesin Jahit / Sewing Machine,135000,0,100,TRUE,TRUE,8507337565,80554260380,
"Mute gosok jamur,payet gosok taburan Perhiasan Baju Hijab 50gram - KUNING",TKM-02122-01,2000000004202,Storable Product,Lain-lain / Others,9999,0,90,TRUE,TRUE,8507349606,80554880879,Mutegosokjamur
"Mute gosok jamur,payet gosok taburan Perhiasan Baju Hijab 50gram - HITAM",TKM-02122-02,2000000004203,Storable Product,Lain-lain / Others,9999,0,90,TRUE,TRUE,8507349606,80554880880,Mutegosokjamur
"Mute gosok jamur,payet gosok taburan Perhiasan Baju Hijab 50gram - MERAH",TKM-02122-03,2000000004204,Storable Product,Lain-lain / Others,9999,0,90,TRUE,TRUE,8507349606,80554880881,Mutegosokjamur
"Mute gosok jamur,payet gosok taburan Perhiasan Baju Hijab 50gram - ORANGE",TKM-02122-04,2000000004205,Storable Product,Lain-lain / Others,9999,0,90,TRUE,TRUE,8507349606,80554880882,Mutegosokjamur
"Mute gosok jamur,payet gosok taburan Perhiasan Baju Hijab 50gram - PUTIH",TKM-02122-05,2000000004206,Storable Product,Lain-lain / Others,9999,0,89,TRUE,TRUE,8507349606,80554880878,Mutegosokjamur
Sekoci Bobbin casel Mesin bordir,TKM-02123,2000000004207,Storable Product,Sparepart / Parts,16999,0,948,TRUE,TRUE,8507556100,73092022219,Sk.Bordir
Spool Mesin jahit Butterfly / Classic / Hitam,TKM-02124,2000000004208,Storable Product,Mesin Jahit / Sewing Machine,745,0,91872,TRUE,TRUE,8507626387,63099470723,Sp.BTF/Cl/HTM
Tuas Mengambil Benang SO3617-001 Mesin Pasang Kancing Brother 917,TKM-02125,2000000004209,Storable Product,Benang / Thread,30000,0,5,TRUE,TRUE,8507685942,73105780134,Tuas Mengambil Benang SO3617-001
Pinset Bengkok Stainless TWE Panjang 125MM,TKM-02126,2000000004210,Storable Product,Lain-lain / Others,4000,0,56,TRUE,TRUE,8516887311,33751830276,PinsetBengkokTWE125mm
spidol pola yoken,TKM-02127,2000000004211,Storable Product,Lain-lain / Others,22000,0,999,TRUE,TRUE,8516887406,73751800740,Sp.pola yoken
Tiang benang mesin obras kecil,TKM-02128,2000000004212,Storable Product,Mesin Obras / Overlock,53999,0,14,TRUE,TRUE,8516887508,73751830394,Tiangbenangobraskecil
Deskripsi TAG GUN QIDA Alat Tembak Pemasang Label Banderol Harga /Hang Tag TAG GUN Tough Alat Tembak,TKM-02129,2000000004213,Storable Product,Alat / Tools,36950,0,28,TRUE,TRUE,8516892334,33751829133,TAG GUN QIDA
Dinamo mesin jahit Hakatori/ YKK,TKM-02130,2000000004214,Storable Product,Mesin Jahit / Sewing Machine,114999,0,32,TRUE,TRUE,8516892446,24375835205,D.Hakatori/YKK
Jarum mesin Jahit peacock dua rantai zigzag UOx163 Organ Needles Japan UO x 163 - 14,TKM-02131-01,2000000004215,Storable Product,Mesin Jahit / Sewing Machine,45000,0,42,TRUE,TRUE,8516906429,80906898313,OrganUOx163
Jarum mesin Jahit peacock dua rantai zigzag UOx163 Organ Needles Japan UO x 163 - 11,TKM-02131-02,2000000004216,Storable Product,Mesin Jahit / Sewing Machine,45000,0,132,TRUE,TRUE,8516906429,80906898314,OrganUOx163
Jarum mesin Jahit peacock dua rantai zigzag UOx163 Organ Needles Japan UO x 163 - 16,TKM-02131-03,2000000004217,Storable Product,Mesin Jahit / Sewing Machine,45000,0,25,TRUE,TRUE,8516906429,80906898315,OrganUOx163
Jarum mesin Jahit peacock dua rantai zigzag UOx163 Organ Needles Japan UO x 163 - 13,TKM-02131-04,2000000004218,Storable Product,Mesin Jahit / Sewing Machine,45000,0,50,TRUE,TRUE,8516906429,80906898316,OrganUOx163
Sekoci / bobbin case Jeyidar untuk singer 457/Juki 2280 - Singer 457,TKM-02132-01,2000000004219,Storable Product,Sparepart / Parts,85000,0,997,TRUE,TRUE,8516927982,73754096486,Sk.Jeyidar
Sekoci / bobbin case Jeyidar untuk singer 457/Juki 2280 - Juki 2280,TKM-02132-02,2000000004220,Storable Product,Sparepart / Parts,100000,0,1000,TRUE,TRUE,8516927982,73754096487,Sk.Jeyidar
Brother B917 Thread handler Kunci S03569-001,TKM-02133,2000000004221,Storable Product,Lain-lain / Others,125000,0,98,TRUE,TRUE,8516928204,63754082465,Kunci S03569-001
Per puller mesin jahit kansai 1404 atau 1508,TKM-02134,2000000004222,Storable Product,Mesin Jahit / Sewing Machine,5500,0,67,TRUE,TRUE,8516928304,53754107052,Per puller kansai 1404 atau 1508
Mesin Potong Bahan Kain Microtop ( dupe Octa rs 100 ) MB-100 Kualitas Taiwan quality,TKM-02135,2000000004223,Storable Product,Mesin / Machines,3045000,0,1000,TRUE,TRUE,8516928772,33754136684,
M-078 Plat Tatakan mesin potong km bahan,TKM-02136,2000000004224,Storable Product,Mesin / Machines,335000,0,3,TRUE,TRUE,8516933041,33754076265,
KT38 Original SIRUBA Mesin Obras 737/747/757/767,TKM-02137,2000000004225,Storable Product,Mesin Obras / Overlock,7355,0,993,TRUE,TRUE,8516933668,43754128419,KT38 SambunganPipa Obras Siruba
Pisau mesin jahit lubang kancing reece 101,TKM-02138,2000000004226,Storable Product,Mesin Jahit / Sewing Machine,144999,0,1000,TRUE,TRUE,8516933932,53754158970,PisauRece101
TENSION RANTAI SIRUBA 757,TKM-02139,2000000004227,Storable Product,Lain-lain / Others,40000,0,100,TRUE,TRUE,8516934035,53754159005,
Spraygun Red Arrow YH-120,TKM-02140,2000000004228,Storable Product,Lain-lain / Others,591000,0,97,TRUE,TRUE,8516937389,24378220970,Spraygun Red Arrow YH-120
gunting dragonfly A260,TKM-02141,2000000004229,Storable Product,Gunting / Scissors,549000,0,96,TRUE,TRUE,8516937491,63754489694,G.dragonflyA260
No 14 Baut Gula Gula Mesin Jahit Tradisional,TKM-02142,2000000004230,Storable Product,Mesin Jahit / Sewing Machine,1999,0,82,TRUE,TRUE,8516937697,90907758566,pf.No14Gula
Tutup Samping Side Plate Mesin Jahit Karung Portable NP7A NP 7 A,TKM-02143,2000000004231,Storable Product,Mesin Jahit / Sewing Machine,12000,0,100,TRUE,TRUE,8607167125,73051538393,Tutup Samping
Pisau Potong Cutting Machine 7in JAPAN,TKM-02144,2000000004232,Storable Product,Pisau / Blades,40000,0,120,TRUE,TRUE,8607179539,63052959654,Pisau Potong 7in JAPAN
Dudukan Tiang Jarum Mesin Jahit Karung Portable NP7A NP 7 A,TKM-02145,2000000004233,Storable Product,Mesin Jahit / Sewing Machine,25000,0,18,TRUE,TRUE,8607276480,23756962450,Dudukan Tiang JarumNP7A
No. 42086 Bak Tatakan Bawah Mesin Obras Kecil Tradisional,TKM-02146,2000000004234,Storable Product,Mesin Obras / Overlock,99999,0,1,TRUE,TRUE,8607281625,73063426431,Bak Tatakan Bawah ObrasNo.42086
#23 Baut Mur As Kipas Mesin Jahit Tradisional,TKM-02147,2000000004235,Storable Product,Mesin Jahit / Sewing Machine,2499,0,97,TRUE,TRUE,8607281710,80551253039,B.MurAsKipas23
Kanvas Tipis Mesin Bartex Juki 1850 13507350,TKM-02148,2000000004236,Storable Product,Mesin / Machines,20000,0,28,TRUE,TRUE,8607281801,90551261636,Kanvas Tipis Juki1850
Katup Tuas Gosokan Setrika Uap Baijinlong Dragon Geser HS600H,TKM-02149,2000000004237,Storable Product,Lain-lain / Others,29999,0,61,TRUE,TRUE,8607300902,73065371794,Katup Tuas Gosokan
Setelan Kasar Halus Mesin Jahit Tradisional,TKM-02150,2000000004238,Storable Product,Mesin Jahit / Sewing Machine,30000,0,5,TRUE,TRUE,8607301226,33065419604,SetelanKasarHalus
#44 Kawat Benang Tiang Jarum Mesin Jahit Tradisional,TKM-02151,2000000004239,Storable Product,Mesin Jahit / Sewing Machine,1950,0,807,TRUE,TRUE,8607316736,33067069350,#44KawatBenangTiangJarum
Blok Rumah/Sarangan Rotary Hook Mesin Jahit Tradisional - Mati,TKM-02152-01,2000000004240,Storable Product,Mesin Jahit / Sewing Machine,24000,0,10,TRUE,TRUE,8607316840,63067124486,BlokRumahRotaryHook
Blok Rumah/Sarangan Rotary Hook Mesin Jahit Tradisional - Hidup,TKM-02152-02,2000000004241,Storable Product,Mesin Jahit / Sewing Machine,28000,0,3,TRUE,TRUE,8607316840,63067124487,BlokRumahRotaryHook
Pisau Obras Strong H 236606,TKM-02153,2000000004242,Storable Product,Pisau / Blades,14000,0,100,TRUE,TRUE,8607323552,33067786414,
Pisau mesin jahit Brother computer 7300A Strong H - SB 4942 101,TKM-02154-01,2000000004243,Storable Product,Mesin Jahit / Sewing Machine,125000,0,100,TRUE,TRUE,8607323614,73067814196,
Pisau mesin jahit Brother computer 7300A Strong H - SB 4941 001,TKM-02154-02,2000000004244,Storable Product,Mesin Jahit / Sewing Machine,70000,0,100,TRUE,TRUE,8607323614,73067814195,
Dinamo Mesin Jahit Karung GK9-2 GK9,TKM-02155,2000000004245,Storable Product,Mesin Jahit / Sewing Machine,259999,0,88,TRUE,TRUE,8607327896,73068232868,D.GK9-2
Putaran Kran Keran Buang Air Setrika Uap Boiler,TKM-02156,2000000004246,Storable Product,Lain-lain / Others,19324,0,92,TRUE,TRUE,8607327941,73068279785,PutaraKranSetrikaUapBoiler
Boiler gosok/setrika uap  nagamoto - GB-8,TKM-02157-01,2000000004247,Storable Product,Lain-lain / Others,3900000,0,99,TRUE,TRUE,8607349293,43070445447,setrika uap nagamoto
Boiler gosok/setrika uap  nagamoto - GB-38,TKM-02157-02,2000000004248,Storable Product,Lain-lain / Others,8300000,0,100,TRUE,TRUE,8607349293,43070445448,setrika uap nagamoto
Boiler gosok/setrika uap  nagamoto - GB-17,TKM-02157-03,2000000004249,Storable Product,Lain-lain / Others,5500000,0,98,TRUE,TRUE,8607349293,43070445449,setrika uap nagamoto
Boiler gosok/setrika uap  nagamoto - GB 12,TKM-02157-04,2000000004250,Storable Product,Lain-lain / Others,4100000,0,99,TRUE,TRUE,8607349293,132047416827,setrika uap nagamoto
Boiler gosok/setrika uap  nagamoto - GB-27,TKM-02157-05,2000000004251,Storable Product,Lain-lain / Others,7400000,0,100,TRUE,TRUE,8607349293,43070445446,setrika uap nagamoto
Platuk Typical Komplit 7 Macam GC6 22T2-001A1a-E,TKM-02158,2000000004252,Storable Product,Sparepart / Parts,67500,0,998,TRUE,TRUE,8607349466,73070445505,Platuk Typical Komplit 7
Lampu LED mesin jahit Obeis 10 titik High quality,TKM-02159,2000000004253,Storable Product,Mesin Jahit / Sewing Machine,45000,0,93,TRUE,TRUE,8607356605,63071130700,
lampu mesin jahit led tidak bertiang (Sistem tempel magnet),TKM-02160,2000000004254,Storable Product,Mesin Jahit / Sewing Machine,48000,0,1089,TRUE,TRUE,8607356659,53071130842,
Gunting Kain Elektrik / Electric Portable Fabric Scissor Auto Cutter,TKM-02161,2000000004255,Storable Product,Gunting / Scissors,550000,0,50,TRUE,TRUE,8607356708,80555225903,
Lampu mesin jahit led 20 titik dengan magnet - Pakai colokan,TKM-02162-01,2000000004256,Storable Product,Mesin Jahit / Sewing Machine,40000,0,9283,TRUE,TRUE,8607626265,23789763601,Lampu20Titik
Lampu mesin jahit led 20 titik dengan magnet - Tanpa colokan,TKM-02162-02,2000000004257,Storable Product,Mesin Jahit / Sewing Machine,40000,0,9817,TRUE,TRUE,8607626265,23789763600,Lampu20Titik
SS-70-8031-0 Baut Hitam Mesin Pasang Kancing Juki,TKM-02163,2000000004258,Storable Product,Mesin / Machines,5000,0,48,TRUE,TRUE,8607671325,23794173835,B.HitamSS-70-8031-0
U-173 Roda Tengah Penahan Tiang Asahan - Mesin Potong KM,TKM-02164,2000000004259,Storable Product,Mesin / Machines,25000,0,999,TRUE,TRUE,8607671398,23794173951,U-173 Roda Tengah Penahan Tiang Asahan
Tiang Sepatu VJ18 Asli Siruba Mesin Karet Siruba VC008,TKM-02165,2000000004260,Storable Product,Sepatu / Presser Foot,65000,0,10,TRUE,TRUE,8607685910,73105780266,Tiang Sepatu VJ18
Handle / Gagang Mesin Potong Kain End-Cutter,TKM-02166,2000000004261,Storable Product,Mesin / Machines,40000,0,20,TRUE,TRUE,8607766724,53113277019,Handle / Gagang Mesin Potong
145428-001 Tahanan Rotary Mesin Lobang Kancing LH4-B814,TKM-02167,2000000004262,Storable Product,Mesin / Machines,50000,0,19,TRUE,TRUE,8607766841,63113273565,
Pisau mesin obras kecil DC1 37514,TKM-02168,2000000004263,Storable Product,Mesin Obras / Overlock,1900,0,22,TRUE,TRUE,8616887344,53751830639,
Gulungan spull / Bobbin winder kecil Mesin Jahit Industri,TKM-02169,2000000004264,Storable Product,Mesin Jahit / Sewing Machine,41999,0,9,TRUE,TRUE,8616887446,33751801215,bobbin winder bw gulungan spull kecil
pen anti panas - biru,TKM-02170-01,2000000004265,Storable Product,Lain-lain / Others,3000,0,64,TRUE,TRUE,8616892313,24375835370,pen anti panas
pen anti panas - merah,TKM-02170-02,2000000004266,Storable Product,Lain-lain / Others,3000,0,62,TRUE,TRUE,8616892313,24375835368,pen anti panas
pen anti panas - hitam,TKM-02170-03,2000000004267,Storable Product,Lain-lain / Others,3000,0,66,TRUE,TRUE,8616892313,24375835369,pen anti panas
