Name,Internal Reference,Barcode,Product Type,Category,Sales Price,Cost,Quantity On Hand,Can be Sold,Can be Purchased,Shopee Product ID,Shopee Variation ID,Shopee Parent SKU
Spul mesin bartek,TKM-00001,2000000000001,Storable Product,Mesin / Machines,2000,0,93,TRUE,TRUE,10698288653,107573433351,Sp.Mesin Bartek
Crank bawah as gantung Typical mesin jahit,TKM-00002,2000000000002,Storable Product,Mesin Jahit / Sewing Machine,29000,0,86,TRUE,TRUE,10721346280,93757685216,Crank bawah as gantung Typical
Sepatu Mesin Jahit High Speed Industrial 36465 P14 1/4 presser foot pf,TKM-00003,2000000000003,Storable Product,Mesin Jahit / Sewing Machine,16000,0,9999,TRUE,TRUE,10799814279,214409347904,"pf.36465P14""1/4"
bobbin case skoci Juki bartek otomatis,TKM-00004,2000000000004,Storable Product,Sparepart / Parts,20000,0,66,TRUE,TRUE,11284269990,115137716895,Sk.JukiBartek
BROTHER 2104D LOCK - Mesin Obras - Mesin Necci Portable Multifungsi,TKM-00005,2000000000005,Storable Product,Mesin Obras / Overlock,4190000,0,5,TRUE,TRUE,11899515224,231793171752,MJ.NeciBROTHER2104D
platuk siruba L818m LG13,TKM-00006,2000000000006,Storable Product,Sparepart / Parts,24999,0,10,TRUE,TRUE,12108614160,37279111014,platuk siruba L818m LG13
Jarum Jahit Orange DOx5 / DO x 5 Mesin Lubang kancing QQ / Reece / MEB,TKM-00007,2000000000007,Storable Product,Jarum / Needles,25950,0,100,TRUE,TRUE,12299003097,194410649907,OrangeDOx5
Cincin Benang Tiang Jarum Needle Bar Mesin Lubang Kancing Juki 781 400-09093,TKM-00008,2000000000008,Storable Product,Jarum / Needles,20000,0,98,TRUE,TRUE,12433814880,113300697963,Cincin Benang Tiang Jarum Juki 781 400-09093
singer 14SH754 / mesin obras dan neci singer 14SH754,TKM-00009,2000000000009,Storable Product,Mesin Obras / Overlock,3747000,0,4,TRUE,TRUE,12699010475,221786839768,MJ.ObrasNecisinger14SH754
MESIN JAHIT OBRAS BENANG 4 NECI BUTTERFLY 864 HEAVY DUTY HD864 PORTABLE,TKM-00010,2000000000010,Storable Product,Mesin Jahit / Sewing Machine,3499000,0,18,TRUE,TRUE,12899761409,167845353830,MJ.OBRASNECIBTF864
Sepatu Stik Sisi Kiri Mesin Jahit TCL 1/16N Indutsri High Speed pf,TKM-00011,2000000000011,Storable Product,Mesin Jahit / Sewing Machine,5900,0,99977,TRUE,TRUE,12999007845,177738143958,pf.StikKiriTCL1/16N
S32979009 tutup samping plastik brother 814 ii,TKM-00012,2000000000012,Storable Product,Lain-lain / Others,200000,0,5,TRUE,TRUE,13195477356,181588233689,
Jarum Jahit Orange SMx1014B Orange Needles MY Flatseam,TKM-00013,2000000000013,Storable Product,Jarum / Needles,43777,0,50,TRUE,TRUE,13299001095,216860450592,OrangeSMx1014B
bc bobbin case Sekoci Skoci Bobbin Case Haya Mesin Lobang Kancing Juki 771 BC-LBH771 bb bobbin case,TKM-00014,2000000000014,Storable Product,Sparepart / Parts,97950,0,4,TRUE,TRUE,13599602551,214414090237,Sk.HayaBC-LBH771
Janome 990D Mesin Obras dan Neci Portable Multifungsi,TKM-00015,2000000000015,Storable Product,Mesin Obras / Overlock,3900000,0,6,TRUE,TRUE,13599623850,166001380713,MJ.Janome990D
Gunting Benang KangYong TC-805 1 Lusin / Pemotong Benang / Thread Cutter,TKM-00016,2000000000016,Storable Product,Gunting / Scissors,18000,0,378,TRUE,TRUE,13699597143,196860206294,G.KangYongTC805
Jarum Jahit Maikap Mickup Mick up Mesin Jahit Dua Rantai TVx64 / TV x 64 Orange Needles - 16/16J,TKM-00017-01,2000000000017,Storable Product,Mesin Jahit / Sewing Machine,36450,0,100,TRUE,TRUE,14199101340,127630519049,OrangeTVx64
Jarum Jahit Maikap Mickup Mick up Mesin Jahit Dua Rantai TVx64 / TV x 64 Orange Needles - 14/14J,TKM-00017-02,2000000000018,Storable Product,Mesin Jahit / Sewing Machine,36450,0,18,TRUE,TRUE,14199101340,128669048051,OrangeTVx64
"Gunting Kodok 9""-230mm Gunting Kain/Gunting Seng",TKM-00018,2000000000019,Storable Product,Gunting / Scissors,18000,0,27,TRUE,TRUE,14397766439,231773357546,"G.Kodok9""-230mm"
Mesin Jahit Kecil klasik Butterfly JA1-1 Baru full Set siap pakai,TKM-00019,2000000000020,Storable Product,Mesin Jahit / Sewing Machine,1219999,0,23,TRUE,TRUE,14598035197,176061009835,MJ.KecilBTFJA1-1
Sepatu Mesin Jahit Industri CL 1/4 E pf,TKM-00020,2000000000021,Storable Product,Mesin Jahit / Sewing Machine,9800,0,9996,TRUE,TRUE,14897765977,98738636516,pf.CL1/4E
"Gunting Kain Shuaipu 8""-210mm Pegangan Lapisan Karet Hitam",TKM-00021,2000000000022,Storable Product,Gunting / Scissors,42500,0,62,TRUE,TRUE,14899096205,231773401616,
Jarum Organ DBx1NS / DB x 1 NS Jarum Jahit Jarum 1 Untuk TYPICAL JUKI BROTHER Highspeed ORI JAPAN - 11/11B,TKM-00022-01,2000000000023,Storable Product,Jarum / Needles,40000,0,99998,TRUE,TRUE,14997761516,177738710246,OrganDBx1NS
Jarum Organ DBx1NS / DB x 1 NS Jarum Jahit Jarum 1 Untuk TYPICAL JUKI BROTHER Highspeed ORI JAPAN - 8/8B,TKM-00022-02,2000000000024,Storable Product,Jarum / Needles,40000,0,99999,TRUE,TRUE,14997761516,177738710247,OrganDBx1NS
Jarum Organ DBx1NS / DB x 1 NS Jarum Jahit Jarum 1 Untuk TYPICAL JUKI BROTHER Highspeed ORI JAPAN - 9/9B,TKM-00022-03,2000000000025,Storable Product,Jarum / Needles,40000,0,99999,TRUE,TRUE,14997761516,177738710248,OrganDBx1NS
kam UNION UN 562 - 02 Mesin Jahit Overdeck / Kam / Kamkut / Jahit Kaos Bis / UN 562-02,TKM-00023,2000000000026,Storable Product,Mesin Jahit / Sewing Machine,5300000,0,10,TRUE,TRUE,14997782820,99395109895,
Alas Sepatu MT 18 Mesin Jahit Industri Jarum 1 presser foot pf,TKM-00024,2000000000027,Storable Product,Mesin Jahit / Sewing Machine,2900,0,89830,TRUE,TRUE,15099100405,137629973177,
Sepatu p361 Mesin Jahit Industrial High Speed Jarum 1 pf,TKM-00025,2000000000028,Storable Product,Mesin Jahit / Sewing Machine,6399,0,198,TRUE,TRUE,15497765986,186859559776,pf.P361
Sepatu Stik CR 1/16N presser foot pf,TKM-00026,2000000000029,Storable Product,Sepatu / Presser Foot,10400,0,99990,TRUE,TRUE,15899095436,167737854601,pf.StikCR1/16N
"Sepatu Stik SP-18 1/4, 1/4L, 1/8, 1/8L, 1/16, 3/16, 3/16L Mesin Jahit High Speed Industri Jarum 1 - 1/4L",TKM-00027-01,2000000000030,Storable Product,Mesin Jahit / Sewing Machine,17999,0,30,TRUE,TRUE,15997765985,108126845373,pf.Sp18
"Sepatu Stik SP-18 1/4, 1/4L, 1/8, 1/8L, 1/16, 3/16, 3/16L Mesin Jahit High Speed Industri Jarum 1 - 1/4",TKM-00027-02,2000000000031,Storable Product,Mesin Jahit / Sewing Machine,17999,0,72,TRUE,TRUE,15997765985,108126845374,pf.Sp18
"Sepatu Stik SP-18 1/4, 1/4L, 1/8, 1/8L, 1/16, 3/16, 3/16L Mesin Jahit High Speed Industri Jarum 1 - 1/8",TKM-00027-03,2000000000032,Storable Product,Mesin Jahit / Sewing Machine,17999,0,895,TRUE,TRUE,15997765985,108126845375,pf.Sp18
"Sepatu Stik SP-18 1/4, 1/4L, 1/8, 1/8L, 1/16, 3/16, 3/16L Mesin Jahit High Speed Industri Jarum 1 - 1/8L",TKM-00027-04,2000000000033,Storable Product,Mesin Jahit / Sewing Machine,17999,0,100,TRUE,TRUE,15997765985,108126845369,pf.Sp18
"Sepatu Stik SP-18 1/4, 1/4L, 1/8, 1/8L, 1/16, 3/16, 3/16L Mesin Jahit High Speed Industri Jarum 1 - 1/16",TKM-00027-05,2000000000034,Storable Product,Mesin Jahit / Sewing Machine,17999,0,233,TRUE,TRUE,15997765985,108126845370,pf.Sp18
"Sepatu Stik SP-18 1/4, 1/4L, 1/8, 1/8L, 1/16, 3/16, 3/16L Mesin Jahit High Speed Industri Jarum 1 - 3/16",TKM-00027-06,2000000000035,Storable Product,Mesin Jahit / Sewing Machine,17999,0,461,TRUE,TRUE,15997765985,108126845371,pf.Sp18
"Sepatu Stik SP-18 1/4, 1/4L, 1/8, 1/8L, 1/16, 3/16, 3/16L Mesin Jahit High Speed Industri Jarum 1 - 3/16L",TKM-00027-07,2000000000036,Storable Product,Mesin Jahit / Sewing Machine,17999,0,30,TRUE,TRUE,15997765985,108126845372,pf.Sp18
146871001 Sepatu Obras / Presser Foot Brother B551 Mesin Jahit Obras 146871-001 pf,TKM-00028,2000000000037,Storable Product,Mesin Jahit / Sewing Machine,72999,0,9,TRUE,TRUE,16098022989,225378167707,pf.BrotherB551 146871001
SINGER 81A1 MESIN JAHIT OBRAS KECIL BENANG 3 FULL SET MEJA KAKI DINAMO,TKM-00029,2000000000038,Storable Product,Mesin Jahit / Sewing Machine,1400000,0,7,TRUE,TRUE,16195254724,194419523665,
"Dinamo Yuasa Servo TH-550B TH-550DA/EA TH-550AA Dinamo Mesin Jahit/ Obras Industrial - Jahit,550 B",TKM-00030-01,2000000000039,Storable Product,Mesin Jahit / Sewing Machine,846660,0,992,TRUE,TRUE,16198822908,138737848674,
"Dinamo Yuasa Servo TH-550B TH-550DA/EA TH-550AA Dinamo Mesin Jahit/ Obras Industrial - (TanpaVanbelt),550 DA/EA",TKM-00030-02,2000000000040,Storable Product,Mesin Jahit / Sewing Machine,550000,0,999,TRUE,TRUE,16198822908,138737848675,
"Dinamo Yuasa Servo TH-550B TH-550DA/EA TH-550AA Dinamo Mesin Jahit/ Obras Industrial - Jahit,550 DA/EA",TKM-00030-03,2000000000041,Storable Product,Mesin Jahit / Sewing Machine,555000,0,897,TRUE,TRUE,16198822908,138737848677,
"Dinamo Yuasa Servo TH-550B TH-550DA/EA TH-550AA Dinamo Mesin Jahit/ Obras Industrial - Jahit,550 AA",TKM-00030-04,2000000000042,Storable Product,Mesin Jahit / Sewing Machine,494000,0,973,TRUE,TRUE,16198822908,138737848678,
"Dinamo Yuasa Servo TH-550B TH-550DA/EA TH-550AA Dinamo Mesin Jahit/ Obras Industrial - Obras,550 B",TKM-00030-05,2000000000043,Storable Product,Mesin Jahit / Sewing Machine,846660,0,999,TRUE,TRUE,16198822908,138737848672,
"Dinamo Yuasa Servo TH-550B TH-550DA/EA TH-550AA Dinamo Mesin Jahit/ Obras Industrial - (TanpaVanbelt),550 AA",TKM-00030-06,2000000000044,Storable Product,Mesin Jahit / Sewing Machine,489000,0,996,TRUE,TRUE,16198822908,138737848680,
"Dinamo Yuasa Servo TH-550B TH-550DA/EA TH-550AA Dinamo Mesin Jahit/ Obras Industrial - Obras,550 DA/EA",TKM-00030-07,2000000000045,Storable Product,Mesin Jahit / Sewing Machine,555000,0,983,TRUE,TRUE,16198822908,138737848676,
"Dinamo Yuasa Servo TH-550B TH-550DA/EA TH-550AA Dinamo Mesin Jahit/ Obras Industrial - (TanpaVanbelt),550 B",TKM-00030-08,2000000000046,Storable Product,Mesin Jahit / Sewing Machine,844600,0,1000,TRUE,TRUE,16198822908,138737848679,
"Dinamo Yuasa Servo TH-550B TH-550DA/EA TH-550AA Dinamo Mesin Jahit/ Obras Industrial - Obras,550 AA",TKM-00030-09,2000000000047,Storable Product,Mesin Jahit / Sewing Machine,494000,0,994,TRUE,TRUE,16198822908,138737848673,
Jarum Jahit Orange HAx1 / HA x 1 Orange Needles Mesin Portable / Rumah Tangga / Traditional - 13,TKM-00031-01,2000000000048,Storable Product,Jarum / Needles,12500,0,0,TRUE,TRUE,16295211084,235379491356,OrangeHAx1
Jarum Jahit Orange HAx1 / HA x 1 Orange Needles Mesin Portable / Rumah Tangga / Traditional - 16,TKM-00031-02,2000000000049,Storable Product,Jarum / Needles,12500,0,0,TRUE,TRUE,16295211084,235379491357,OrangeHAx1
Jarum Jahit Orange HAx1 / HA x 1 Orange Needles Mesin Portable / Rumah Tangga / Traditional - 18,TKM-00031-03,2000000000050,Storable Product,Jarum / Needles,12500,0,0,TRUE,TRUE,16295211084,235379491352,OrangeHAx1
Jarum Jahit Orange HAx1 / HA x 1 Orange Needles Mesin Portable / Rumah Tangga / Traditional - 21,TKM-00031-04,2000000000051,Storable Product,Jarum / Needles,12500,0,0,TRUE,TRUE,16295211084,235379491353,OrangeHAx1
Jarum Jahit Orange HAx1 / HA x 1 Orange Needles Mesin Portable / Rumah Tangga / Traditional - 9,TKM-00031-05,2000000000052,Storable Product,Jarum / Needles,12500,0,0,TRUE,TRUE,16295211084,235379491354,OrangeHAx1
Jarum Jahit Orange HAx1 / HA x 1 Orange Needles Mesin Portable / Rumah Tangga / Traditional - 11,TKM-00031-06,2000000000053,Storable Product,Jarum / Needles,12500,0,154,TRUE,TRUE,16295211084,235379491355,OrangeHAx1
Mesin Jahit YAMATA FEIYUE FY8500 Industri Highspeed Single Needle,TKM-00032,2000000000054,Storable Product,Mesin Jahit / Sewing Machine,3300000,0,46,TRUE,TRUE,16298760013,176082337120,MJ.YamataFY8500
Jarum Organ DC x 27 / DCx27 -Jarum Mesin Obras Industri Organ Needle - 7/7B,TKM-00033-01,2000000000055,Storable Product,Mesin Obras / Overlock,25300,0,999,TRUE,TRUE,16398019939,186860332757,OrganDCx27
Jarum Organ DC x 27 / DCx27 -Jarum Mesin Obras Industri Organ Needle - 11/11B,TKM-00033-02,2000000000056,Storable Product,Mesin Obras / Overlock,25300,0,998,TRUE,TRUE,16398019939,186860332753,OrganDCx27
Jarum Organ DC x 27 / DCx27 -Jarum Mesin Obras Industri Organ Needle - 12/12B,TKM-00033-03,2000000000057,Storable Product,Mesin Obras / Overlock,25300,0,998,TRUE,TRUE,16398019939,186860332754,OrganDCx27
Jarum Organ DC x 27 / DCx27 -Jarum Mesin Obras Industri Organ Needle - 13/13B,TKM-00033-04,2000000000058,Storable Product,Mesin Obras / Overlock,25300,0,995,TRUE,TRUE,16398019939,186860332748,OrganDCx27
Jarum Organ DC x 27 / DCx27 -Jarum Mesin Obras Industri Organ Needle - 9/9B,TKM-00033-05,2000000000059,Storable Product,Mesin Obras / Overlock,25300,0,998,TRUE,TRUE,16398019939,186860332751,OrganDCx27
Jarum Organ DC x 27 / DCx27 -Jarum Mesin Obras Industri Organ Needle - 16/16B,TKM-00033-06,2000000000060,Storable Product,Mesin Obras / Overlock,25300,0,999,TRUE,TRUE,16398019939,186860332755,OrganDCx27
Jarum Organ DC x 27 / DCx27 -Jarum Mesin Obras Industri Organ Needle - 10/10B,TKM-00033-07,2000000000061,Storable Product,Mesin Obras / Overlock,25300,0,998,TRUE,TRUE,16398019939,186860332747,OrganDCx27
Jarum Organ DC x 27 / DCx27 -Jarum Mesin Obras Industri Organ Needle - 14/14B,TKM-00033-08,2000000000062,Storable Product,Mesin Obras / Overlock,25300,0,996,TRUE,TRUE,16398019939,186860332749,OrganDCx27
Jarum Organ DC x 27 / DCx27 -Jarum Mesin Obras Industri Organ Needle - 21/21B,TKM-00033-09,2000000000063,Storable Product,Mesin Obras / Overlock,25300,0,999,TRUE,TRUE,16398019939,186860332756,OrganDCx27
Jarum Organ DC x 27 / DCx27 -Jarum Mesin Obras Industri Organ Needle - 18/18B,TKM-00033-10,2000000000064,Storable Product,Mesin Obras / Overlock,25300,0,998,TRUE,TRUE,16398019939,186860332750,OrganDCx27
Jarum Organ DC x 27 / DCx27 -Jarum Mesin Obras Industri Organ Needle - 8/8B,TKM-00033-11,2000000000065,Storable Product,Mesin Obras / Overlock,25300,0,999,TRUE,TRUE,16398019939,186860332752,OrganDCx27
"Sepatu Corong A10 Mesin Jahit High Speed presser foot pf - 1""",TKM-00034-01,2000000000066,Storable Product,Mesin Jahit / Sewing Machine,10900,0,9999,TRUE,TRUE,16398023061,221771835642,pf.CorongA10
"Sepatu Corong A10 Mesin Jahit High Speed presser foot pf - 7/8""",TKM-00034-02,2000000000067,Storable Product,Mesin Jahit / Sewing Machine,10900,0,99984,TRUE,TRUE,16398023061,221771835643,pf.CorongA10
"Sepatu Corong A10 Mesin Jahit High Speed presser foot pf - 5/8""",TKM-00034-03,2000000000068,Storable Product,Mesin Jahit / Sewing Machine,10900,0,1000,TRUE,TRUE,16398023061,221771835644,pf.CorongA10
Jarum Orange Needles Jarum Jahit Kulit Obras DB X 1 / DBX1 - 14J/14,TKM-00035-01,2000000000069,Storable Product,Jarum / Needles,23450,0,28,TRUE,TRUE,16495211087,231773744158,OrangeDB X f2
Jarum Orange Needles Jarum Jahit Kulit Obras DB X 1 / DBX1 - 16J/16,TKM-00035-02,2000000000070,Storable Product,Jarum / Needles,23450,0,27,TRUE,TRUE,16495211087,231773744159,OrangeDB X f2
"pf portable Sepatu 1/4"" Patchwork With Guide CY-9901 Mesin Jahit Portable",TKM-00036,2000000000071,Storable Product,Mesin Jahit / Sewing Machine,19000,0,184,TRUE,TRUE,16495236667,216863941811,"pf.CY-9901""1/4"
22T6-014GI as crank as gantung gc Typical 628 6150,TKM-00037,2000000000072,Storable Product,Sparepart / Parts,40000,0,96,TRUE,TRUE,16495589949,221896740961,As.22T6-014GIcrank
Sepatu Pasang Karet Elastis Foot S537 Mesin Jahit High Speed Industrial pf - 5/16 8mm,TKM-00038-01,2000000000073,Storable Product,Mesin Jahit / Sewing Machine,20999,0,99,TRUE,TRUE,16598023744,175973596355,pf.Pasang Karet S537
Sepatu Pasang Karet Elastis Foot S537 Mesin Jahit High Speed Industrial pf - 3/8,TKM-00038-02,2000000000074,Storable Product,Mesin Jahit / Sewing Machine,20999,0,100,TRUE,TRUE,16598023744,175973596356,pf.Pasang Karet S537
Sepatu Pasang Karet Elastis Foot S537 Mesin Jahit High Speed Industrial pf - 1/4 6mm,TKM-00038-03,2000000000075,Storable Product,Mesin Jahit / Sewing Machine,20999,0,99,TRUE,TRUE,16598023744,175973596357,pf.Pasang Karet S537
Sepatu Pasang Karet Elastis Foot S537 Mesin Jahit High Speed Industrial pf - 3/16 4mm,TKM-00038-04,2000000000076,Storable Product,Mesin Jahit / Sewing Machine,20999,0,198,TRUE,TRUE,16598023744,175973596358,pf.Pasang Karet S537
Sepatu Pasang Karet Elastis Foot S537 Mesin Jahit High Speed Industrial pf - 1/2 12mm,TKM-00038-05,2000000000077,Storable Product,Mesin Jahit / Sewing Machine,20999,0,200,TRUE,TRUE,16598023744,175973596359,pf.Pasang Karet S537
Sepatu Pasang Karet Elastis Foot S537 Mesin Jahit High Speed Industrial pf - 1/8 3mm,TKM-00038-06,2000000000078,Storable Product,Mesin Jahit / Sewing Machine,20999,0,99,TRUE,TRUE,16598023744,175973596354,pf.Pasang Karet S537
Sepatu Kerut / Balok Gathering Foot Butterfly Singer P50 (Mesin Jahit Kecil Tradisional) pf,TKM-00039,2000000000079,Storable Product,Mesin Jahit / Sewing Machine,9999,0,9863,TRUE,TRUE,16995209139,177737892844,pf.KerutBTFSingerP50
pf portable CY6290 Sepatu Bisban Adjustable Bias Tape Binder Foot CY 6290 Mesin Jahit Portable,TKM-00040,2000000000080,Storable Product,Mesin Jahit / Sewing Machine,30000,0,96,TRUE,TRUE,17095237650,216863950830,pf.CY6290
TYPICAL GC6150 / GC-6150 Mesin Jahit High Speed Industri Jarum 1,TKM-00041,2000000000081,Storable Product,Mesin Jahit / Sewing Machine,3879000,0,5,TRUE,TRUE,17095264805,235391697711,
Presser Foot Sepatu Mesin Obras Industri Pita MDK Benang 4 / 3 pf - obras benang 3,TKM-00042-01,2000000000082,Storable Product,Mesin Obras / Overlock,29999,0,100,TRUE,TRUE,17098024229,89392464216,PresserFootSepatuPita MDK
Presser Foot Sepatu Mesin Obras Industri Pita MDK Benang 4 / 3 pf - obras benang 4,TKM-00042-02,2000000000083,Storable Product,Mesin Obras / Overlock,29999,0,97,TRUE,TRUE,17098024229,89392464217,PresserFootSepatuPita MDK
Juki MO 2300 / 2366N / 2364N Mesin Obras Benang 4 - Kepala Mesin + Bak,TKM-00043-01,2000000000084,Storable Product,Mesin Obras / Overlock,2675000,0,100,TRUE,TRUE,17195260697,235392575185,
Juki MO 2300 / 2366N / 2364N Mesin Obras Benang 4 - Komplit Dinamo Baru,TKM-00043-02,2000000000085,Storable Product,Mesin Obras / Overlock,3375000,0,100,TRUE,TRUE,17195260697,235392575186,
Juki MO 2300 / 2366N / 2364N Mesin Obras Benang 4 - Komplit Dinamo Bks,TKM-00043-03,2000000000086,Storable Product,Mesin Obras / Overlock,3200000,0,100,TRUE,TRUE,17195260697,235392575187,
Juki MO 2300 / 2366N / 2364N Mesin Obras Benang 4 - Dinamo Servo Baru,TKM-00043-04,2000000000087,Storable Product,Mesin Obras / Overlock,3575000,0,98,TRUE,TRUE,17195260697,235392575184,
Sepatu P69LH Talikur Left Piping Foot presser foot pf - 1/4,TKM-00044-01,2000000000088,Storable Product,Sepatu / Presser Foot,15000,0,9999,TRUE,TRUE,17198028535,69324131766,pf.P69LH
Sepatu P69LH Talikur Left Piping Foot presser foot pf - 3/16,TKM-00044-02,2000000000089,Storable Product,Sepatu / Presser Foot,15000,0,9998,TRUE,TRUE,17198028535,69324131767,pf.P69LH
Sepatu P69LH Talikur Left Piping Foot presser foot pf - 1/8,TKM-00044-03,2000000000090,Storable Product,Sepatu / Presser Foot,15000,0,9997,TRUE,TRUE,17198028535,69324131768,pf.P69LH
Jarum Orange DOx558 / DO x 558 Orange Needles Mesin Lubang kancing QQ / Reece / MEB - 18/18J,TKM-00045-01,2000000000091,Storable Product,Jarum / Needles,28200,0,45,TRUE,TRUE,17298025877,108127146568,OrangeDOx558
Jarum Orange DOx558 / DO x 558 Orange Needles Mesin Lubang kancing QQ / Reece / MEB - 14/14J,TKM-00045-02,2000000000092,Storable Product,Jarum / Needles,28200,0,50,TRUE,TRUE,17298025877,108127146566,OrangeDOx558
Jarum Orange DOx558 / DO x 558 Orange Needles Mesin Lubang kancing QQ / Reece / MEB - 16/16J,TKM-00045-03,2000000000093,Storable Product,Jarum / Needles,28200,0,139,TRUE,TRUE,17298025877,108127146567,OrangeDOx558
TYPICAL GC-20606 Mesin Jahit Kulit Walking Foot Jarum Dua Industrial,TKM-00046,2000000000094,Storable Product,Mesin Jahit / Sewing Machine,16199999,0,9,TRUE,TRUE,17395948846,98778402444,MJ.TYGC-20606
CR 1/16 Sepatu Mesin Jahit Jarum Satu pf,TKM-00047,2000000000095,Storable Product,Mesin Jahit / Sewing Machine,10400,0,9959,TRUE,TRUE,17598029391,216859208085,pf.CR1/16Jrm1
Gunting Elektrik / Electric Portable Fabric Scissor Auto Cutter Rechargeable,TKM-00048,2000000000096,Storable Product,Gunting / Scissors,445000,0,10,TRUE,TRUE,17695218233,186860193680,G.Elektrik
Mesin Potong Bahan Kain 10 Inch KM AU-V Made In China,TKM-00049,2000000000097,Storable Product,Mesin / Machines,2699999,0,6,TRUE,TRUE,17695588851,156969147901,Mp.Tegak10inchKMAU-V
JANOME 8002D Mesin Obras Neci Portable Multifungsi,TKM-00050,2000000000098,Storable Product,Mesin Obras / Overlock,3700000,0,12,TRUE,TRUE,17698202295,137647307084,MJ.NeciJanome8002D
Jarum Mesin Kansai Smocking Jarum Dua Rantai Smoking Groz Beckert Needles DVX57 / DV X 57 gz - 18,TKM-00051-01,2000000000099,Storable Product,Jarum / Needles,46900,0,100,TRUE,TRUE,17895266546,221785729041,GzDVX57
Jarum Mesin Kansai Smocking Jarum Dua Rantai Smoking Groz Beckert Needles DVX57 / DV X 57 gz - 14,TKM-00051-02,2000000000100,Storable Product,Jarum / Needles,46900,0,100,TRUE,TRUE,17895266546,221785729042,GzDVX57
Jarum Mesin Kansai Smocking Jarum Dua Rantai Smoking Groz Beckert Needles DVX57 / DV X 57 gz - 16,TKM-00051-03,2000000000101,Storable Product,Jarum / Needles,46900,0,100,TRUE,TRUE,17895266546,221785729040,GzDVX57
"Sepatu Stik SP-18 1/4, 1/4L, 1/8, 1/8L, 1/16, 3/16, 3/16L Mesin Jahit High Speed Industri Jarum 1 presser foot pf - 1/8",TKM-00052-01,2000000000102,Storable Product,Mesin Jahit / Sewing Machine,10000,0,915,TRUE,TRUE,17898024546,165973314065,
"Sepatu Stik SP-18 1/4, 1/4L, 1/8, 1/8L, 1/16, 3/16, 3/16L Mesin Jahit High Speed Industri Jarum 1 presser foot pf - 1/8L",TKM-00052-02,2000000000103,Storable Product,Mesin Jahit / Sewing Machine,10000,0,0,TRUE,TRUE,17898024546,165973314066,
"Sepatu Stik SP-18 1/4, 1/4L, 1/8, 1/8L, 1/16, 3/16, 3/16L Mesin Jahit High Speed Industri Jarum 1 presser foot pf - 1/16",TKM-00052-03,2000000000104,Storable Product,Mesin Jahit / Sewing Machine,10000,0,300,TRUE,TRUE,17898024546,165973314060,
"Sepatu Stik SP-18 1/4, 1/4L, 1/8, 1/8L, 1/16, 3/16, 3/16L Mesin Jahit High Speed Industri Jarum 1 presser foot pf - 3/16",TKM-00052-04,2000000000105,Storable Product,Mesin Jahit / Sewing Machine,10000,0,486,TRUE,TRUE,17898024546,165973314061,
"Sepatu Stik SP-18 1/4, 1/4L, 1/8, 1/8L, 1/16, 3/16, 3/16L Mesin Jahit High Speed Industri Jarum 1 presser foot pf - 3/16L",TKM-00052-05,2000000000106,Storable Product,Mesin Jahit / Sewing Machine,10000,0,931,TRUE,TRUE,17898024546,165973314062,
"Sepatu Stik SP-18 1/4, 1/4L, 1/8, 1/8L, 1/16, 3/16, 3/16L Mesin Jahit High Speed Industri Jarum 1 presser foot pf - 1/4L",TKM-00052-06,2000000000107,Storable Product,Mesin Jahit / Sewing Machine,10000,0,972,TRUE,TRUE,17898024546,165973314063,
"Sepatu Stik SP-18 1/4, 1/4L, 1/8, 1/8L, 1/16, 3/16, 3/16L Mesin Jahit High Speed Industri Jarum 1 presser foot pf - 1/4",TKM-00052-07,2000000000108,Storable Product,Mesin Jahit / Sewing Machine,10000,0,0,TRUE,TRUE,17898024546,165973314064,
22T6-007 Hinge Pin for Feed Rock Shaft Crank (Typical GC-6),TKM-00053,2000000000109,Storable Product,Sparepart / Parts,12308,0,100,TRUE,TRUE,17995971709,98779660916,22T6-007HingePin(Typical GC-6)
Sepatu Stik Sisi Kiri Mesin Jahit TCL 1/16N Indutsri High Speed presser foot pf,TKM-00054,2000000000110,Storable Product,Mesin Jahit / Sewing Machine,5900,0,99964,TRUE,TRUE,17998019419,148270674334,pf.StikKiri1/16N
Dinamo Mesin Jahit Kecil & Obras Merk SINGER 150 WATT,TKM-00055,2000000000111,Storable Product,Mesin Jahit / Sewing Machine,175000,0,360,TRUE,TRUE,18092992136,235618945783,D.SINGER150WATT
Siruba C007 Mesin Jahit Kam / Kamput,TKM-00056,2000000000112,Storable Product,Mesin Jahit / Sewing Machine,4450000,0,4,TRUE,TRUE,18181009809,89382782691,MJ.SirubaC007
"Gunting Shuang Long Pai 10""-254mm",TKM-00057,2000000000113,Storable Product,Gunting / Scissors,47000,0,51,TRUE,TRUE,18181572560,225379099372,"G.ShuangLongPai10""-254mm"
Jarum Jahit Organ JAPAN TVx7 / TV x 7 Jarum Mick up MH Mesin Rantai - 14/14B,TKM-00058-01,2000000000114,Storable Product,Jarum / Needles,40350,0,1000,TRUE,TRUE,18190513717,108947853797,OrganTVx7
Jarum Jahit Organ JAPAN TVx7 / TV x 7 Jarum Mick up MH Mesin Rantai - 16/16B,TKM-00058-02,2000000000115,Storable Product,Jarum / Needles,40350,0,1000,TRUE,TRUE,18190513717,108947853798,OrganTVx7
