Zone,Zone_Name,Shelf,Bin,SKU,Product,Variation,Category,ABC,Stock,Barcode
A,Small Parts Wall,A-01,1,TKM-00022-01,Jarum Organ DBx1NS / DB x 1 NS Jarum Jahit Jarum 1,,Jarum / Needles,A,99998,2000000000023
A,Small Parts Wall,A-01,2,TKM-00022-02,Jarum Organ DBx1NS / DB x 1 NS Jarum Jahit Jarum 1,,Jarum / Needles,A,99999,2000000000024
A,Small Parts Wall,A-01,3,TKM-00022-03,Jarum Organ DBx1NS / DB x 1 NS Jarum Jahit Jarum 1,,Jarum / Needles,A,99999,2000000000025
A,Small Parts Wall,A-01,4,TKM-00099,Jarum Organ ORI JAPAN DP X 5  S/F -Jarum jahit jar,,Jarum / Needles,A,99998,2000000000221
A,Small Parts Wall,A-01,5,TKM-00126-01,Jarum Organ needles HAx1 Organ HA x 1 untuk mesin ,,Jarum / Needles,A,99789,2000000000270
A,Small Parts Wall,A-01,6,TKM-00126-02,Jarum Organ needles HAx1 Organ HA x 1 untuk mesin ,,Jarum / Needles,A,99900,2000000000271
A,Small Parts Wall,A-01,7,TKM-00126-03,Jarum Organ needles HAx1 Organ HA x 1 untuk mesin ,,Jarum / Needles,A,99867,2000000000272
A,Small Parts Wall,A-01,8,TKM-00126-04,Jarum Organ needles HAx1 Organ HA x 1 untuk mesin ,,Jarum / Needles,A,99882,2000000000273
A,Small Parts Wall,A-01,9,TKM-00126-05,Jarum Organ needles HAx1 Organ HA x 1 untuk mesin ,,Jarum / Needles,A,99956,2000000000274
A,Small Parts Wall,A-01,10,TKM-00126-06,Jarum Organ needles HAx1 Organ HA x 1 untuk mesin ,,Jarum / Needles,A,99993,2000000000275
A,Small Parts Wall,A-01,11,TKM-00126-07,Jarum Organ needles HAx1 Organ HA x 1 untuk mesin ,,Jarum / Needles,A,99661,2000000000276
A,Small Parts Wall,A-01,12,TKM-00126-08,Jarum Organ needles HAx1 Organ HA x 1 untuk mesin ,,Jarum / Needles,A,99960,2000000000277
A,Small Parts Wall,A-01,13,TKM-00126-09,Jarum Organ needles HAx1 Organ HA x 1 untuk mesin ,,Jarum / Needles,A,99994,2000000000278
A,Small Parts Wall,A-01,14,TKM-00163-01,Jarum mesin kamkut Organ UYx128 / UY x 128 / UYx12,,Jarum / Needles,A,99999,2000000000366
A,Small Parts Wall,A-01,15,TKM-00163-02,Jarum mesin kamkut Organ UYx128 / UY x 128 / UYx12,,Jarum / Needles,A,99997,2000000000367
A,Small Parts Wall,A-01,16,TKM-00163-03,Jarum mesin kamkut Organ UYx128 / UY x 128 / UYx12,,Jarum / Needles,A,99999,2000000000368
A,Small Parts Wall,A-01,17,TKM-00163-05,Jarum mesin kamkut Organ UYx128 / UY x 128 / UYx12,,Jarum / Needles,A,99999,2000000000370
A,Small Parts Wall,A-01,18,TKM-00163-06,Jarum mesin kamkut Organ UYx128 / UY x 128 / UYx12,,Jarum / Needles,A,99998,2000000000371
A,Small Parts Wall,A-01,19,TKM-00163-07,Jarum mesin kamkut Organ UYx128 / UY x 128 / UYx12,,Jarum / Needles,A,99999,2000000000372
A,Small Parts Wall,A-01,20,TKM-00163-08,Jarum mesin kamkut Organ UYx128 / UY x 128 / UYx12,,Jarum / Needles,A,99997,2000000000373
A,Small Parts Wall,A-01,21,TKM-00163-10,Jarum mesin kamkut Organ UYx128 / UY x 128 / UYx12,,Jarum / Needles,A,99999,2000000000375
A,Small Parts Wall,A-01,22,TKM-00163-12,Jarum mesin kamkut Organ UYx128 / UY x 128 / UYx12,,Jarum / Needles,A,99999,2000000000377
A,Small Parts Wall,A-01,23,TKM-00163-13,Jarum mesin kamkut Organ UYx128 / UY x 128 / UYx12,,Jarum / Needles,A,99988,2000000000378
A,Small Parts Wall,A-01,24,TKM-00163-14,Jarum mesin kamkut Organ UYx128 / UY x 128 / UYx12,,Jarum / Needles,A,99998,2000000000379
A,Small Parts Wall,A-01,25,TKM-00407-03,Jarum Organ DBx1SF / DB x 1SF (Super finished Taha,,Jarum / Needles,A,99998,2000000001002
A,Small Parts Wall,A-01,26,TKM-00407-04,Jarum Organ DBx1SF / DB x 1SF (Super finished Taha,,Jarum / Needles,A,99999,2000000001003
A,Small Parts Wall,A-01,27,TKM-00407-05,Jarum Organ DBx1SF / DB x 1SF (Super finished Taha,,Jarum / Needles,A,99999,2000000001004
A,Small Parts Wall,A-01,28,TKM-00433-01,Jarum organ DM X 13 JAPAN - 11/11B,,Jarum / Needles,A,99999,2000000001096
A,Small Parts Wall,A-01,29,TKM-00433-02,Jarum organ DM X 13 JAPAN - 16/16B,,Jarum / Needles,A,99999,2000000001097
A,Small Parts Wall,A-01,30,TKM-00433-03,Jarum organ DM X 13 JAPAN - 18/18B,,Jarum / Needles,A,99999,2000000001098
A,Small Parts Wall,A-02,1,TKM-00433-04,Jarum organ DM X 13 JAPAN - 21/21B,,Jarum / Needles,A,99999,2000000001099
A,Small Parts Wall,A-02,2,TKM-00433-05,Jarum organ DM X 13 JAPAN - 9/9B,,Jarum / Needles,A,99999,2000000001100
A,Small Parts Wall,A-02,3,TKM-00469-01,Jarum Organ ORI JAPAN UN X 154 / Organ Needle UN X,,Jarum / Needles,A,99999,2000000001203
A,Small Parts Wall,A-02,4,TKM-00469-02,Jarum Organ ORI JAPAN UN X 154 / Organ Needle UN X,,Jarum / Needles,A,99999,2000000001204
A,Small Parts Wall,A-02,5,TKM-01857,KD09 Kipas / Fan Original Siruba 700F,,Jarum / Needles,A,999999,2000000003807
A,Small Parts Wall,A-02,6,TKM-00115-01,Jarum Organ JAPAN DBx1KN / DB x 1KN Jarum jahit ja,,Jarum / Needles,B,9998,2000000000251
A,Small Parts Wall,A-02,7,TKM-00115-02,Jarum Organ JAPAN DBx1KN / DB x 1KN Jarum jahit ja,,Jarum / Needles,B,9999,2000000000252
A,Small Parts Wall,A-02,8,TKM-00115-03,Jarum Organ JAPAN DBx1KN / DB x 1KN Jarum jahit ja,,Jarum / Needles,B,9998,2000000000253
A,Small Parts Wall,A-02,9,TKM-00115-04,Jarum Organ JAPAN DBx1KN / DB x 1KN Jarum jahit ja,,Jarum / Needles,B,9999,2000000000254
A,Small Parts Wall,A-02,10,TKM-00115-05,Jarum Organ JAPAN DBx1KN / DB x 1KN Jarum jahit ja,,Jarum / Needles,B,9999,2000000000255
A,Small Parts Wall,A-02,11,TKM-00115-06,Jarum Organ JAPAN DBx1KN / DB x 1KN Jarum jahit ja,,Jarum / Needles,B,9999,2000000000256
A,Small Parts Wall,A-02,12,TKM-00146-03,Jarum Organ Mesin Lubang Kancing DPx5+ / DP x 5+ (,,Jarum / Needles,B,67591,2000000000327
A,Small Parts Wall,A-02,13,TKM-00146-06,Jarum Organ Mesin Lubang Kancing DPx5+ / DP x 5+ (,,Jarum / Needles,B,14138,2000000000330
A,Small Parts Wall,A-02,14,TKM-00146-11,Jarum Organ Mesin Lubang Kancing DPx5+ / DP x 5+ (,,Jarum / Needles,B,16193,2000000000335
A,Small Parts Wall,A-02,15,TKM-00146-15,Jarum Organ Mesin Lubang Kancing DPx5+ / DP x 5+ (,,Jarum / Needles,B,13653,2000000000339
A,Small Parts Wall,A-02,16,TKM-00284-02,Jarum Orange DBX1 / DB x 1 - 14/14J,,Jarum / Needles,B,10250,2000000000670
A,Small Parts Wall,A-02,17,TKM-00284-03,Jarum Orange DBX1 / DB x 1 - 11/11J,,Jarum / Needles,B,14208,2000000000671
A,Small Parts Wall,A-02,18,TKM-00299,ORIGINAL Meteran Butterfly Bee 1.3cm,,Jarum / Needles,B,96967,2000000000728
A,Small Parts Wall,A-02,19,TKM-00483-01,sp Spul Alumunium Warna Biru Gold Merah Jarum 1 Hi,,Jarum / Needles,B,9960,2000000001237
A,Small Parts Wall,A-02,20,TKM-00483-02,sp Spul Alumunium Warna Biru Gold Merah Jarum 1 Hi,,Jarum / Needles,B,9733,2000000001238
A,Small Parts Wall,A-02,21,TKM-00483-03,sp Spul Alumunium Warna Biru Gold Merah Jarum 1 Hi,,Jarum / Needles,B,9818,2000000001239
A,Small Parts Wall,A-02,22,TKM-00483-04,sp Spul Alumunium Warna Biru Gold Merah Jarum 1 Hi,,Jarum / Needles,B,9844,2000000001240
A,Small Parts Wall,A-02,23,TKM-00483-05,sp Spul Alumunium Warna Biru Gold Merah Jarum 1 Hi,,Jarum / Needles,B,9928,2000000001241
A,Small Parts Wall,A-02,24,TKM-00494,Case Jarum Orange Needles,,Jarum / Needles,B,10000,2000000001268
A,Small Parts Wall,A-02,25,TKM-00543-01,Jarum jahit jarum 1 Organ DBx1/DB x 1 Jarum untuk ,,Jarum / Needles,B,9969,2000000001389
A,Small Parts Wall,A-02,26,TKM-00543-02,Jarum jahit jarum 1 Organ DBx1/DB x 1 Jarum untuk ,,Jarum / Needles,B,9988,2000000001390
A,Small Parts Wall,A-02,27,TKM-00543-03,Jarum jahit jarum 1 Organ DBx1/DB x 1 Jarum untuk ,,Jarum / Needles,B,9999,2000000001391
A,Small Parts Wall,A-02,28,TKM-00543-04,Jarum jahit jarum 1 Organ DBx1/DB x 1 Jarum untuk ,,Jarum / Needles,B,9999,2000000001392
A,Small Parts Wall,A-02,29,TKM-00543-05,Jarum jahit jarum 1 Organ DBx1/DB x 1 Jarum untuk ,,Jarum / Needles,B,9996,2000000001393
A,Small Parts Wall,A-02,30,TKM-00543-06,Jarum jahit jarum 1 Organ DBx1/DB x 1 Jarum untuk ,,Jarum / Needles,B,9977,2000000001394
A,Small Parts Wall,A-03,1,TKM-00543-07,Jarum jahit jarum 1 Organ DBx1/DB x 1 Jarum untuk ,,Jarum / Needles,B,9999,2000000001395
A,Small Parts Wall,A-03,2,TKM-00543-08,Jarum jahit jarum 1 Organ DBx1/DB x 1 Jarum untuk ,,Jarum / Needles,B,9992,2000000001396
A,Small Parts Wall,A-03,3,TKM-00543-09,Jarum jahit jarum 1 Organ DBx1/DB x 1 Jarum untuk ,,Jarum / Needles,B,9999,2000000001397
A,Small Parts Wall,A-03,4,TKM-00543-10,Jarum jahit jarum 1 Organ DBx1/DB x 1 Jarum untuk ,,Jarum / Needles,B,9997,2000000001398
A,Small Parts Wall,A-03,5,TKM-00543-11,Jarum jahit jarum 1 Organ DBx1/DB x 1 Jarum untuk ,,Jarum / Needles,B,9999,2000000001399
A,Small Parts Wall,A-03,6,TKM-00543-12,Jarum jahit jarum 1 Organ DBx1/DB x 1 Jarum untuk ,,Jarum / Needles,B,9982,2000000001400
A,Small Parts Wall,A-03,7,TKM-00543-13,Jarum jahit jarum 1 Organ DBx1/DB x 1 Jarum untuk ,,Jarum / Needles,B,9961,2000000001401
A,Small Parts Wall,A-03,8,TKM-00543-14,Jarum jahit jarum 1 Organ DBx1/DB x 1 Jarum untuk ,,Jarum / Needles,B,9957,2000000001402
A,Small Parts Wall,A-03,9,TKM-00543-15,Jarum jahit jarum 1 Organ DBx1/DB x 1 Jarum untuk ,,Jarum / Needles,B,9999,2000000001403
A,Small Parts Wall,A-03,10,TKM-00576-02,ORIGINAL Steam Trap merk Mini Drainer 1/4 untuk Se,,Jarum / Needles,B,9987,2000000001471
A,Small Parts Wall,A-03,11,TKM-01272-17,jarum orange DBX1 / DB x 1 - 7J,,Jarum / Needles,B,9999,2000000002720
A,Small Parts Wall,A-03,12,TKM-02593-01,Jarum Mesin Lobang Kancing Organ DPx5 / DP x 5 Ori,,Jarum / Needles,B,9911,2000000005005
A,Small Parts Wall,A-03,13,TKM-02593-02,Jarum Mesin Lobang Kancing Organ DPx5 / DP x 5 Ori,,Jarum / Needles,B,9999,2000000005006
A,Small Parts Wall,A-03,14,TKM-02593-03,Jarum Mesin Lobang Kancing Organ DPx5 / DP x 5 Ori,,Jarum / Needles,B,9993,2000000005007
A,Small Parts Wall,A-03,15,TKM-02593-04,Jarum Mesin Lobang Kancing Organ DPx5 / DP x 5 Ori,,Jarum / Needles,B,9861,2000000005008
A,Small Parts Wall,A-03,16,TKM-02593-06,Jarum Mesin Lobang Kancing Organ DPx5 / DP x 5 Ori,,Jarum / Needles,B,9866,2000000005010
A,Small Parts Wall,A-03,17,TKM-02593-08,Jarum Mesin Lobang Kancing Organ DPx5 / DP x 5 Ori,,Jarum / Needles,B,9949,2000000005012
A,Small Parts Wall,A-03,18,TKM-02593-09,Jarum Mesin Lobang Kancing Organ DPx5 / DP x 5 Ori,,Jarum / Needles,B,9948,2000000005013
A,Small Parts Wall,A-03,19,TKM-00007,Jarum Jahit Orange DOx5 / DO x 5 Mesin Lubang kanc,,Jarum / Needles,C,100,2000000000007
A,Small Parts Wall,A-03,20,TKM-00008,Cincin Benang Tiang Jarum Needle Bar Mesin Lubang ,,Jarum / Needles,C,98,2000000000008
A,Small Parts Wall,A-03,21,TKM-00013,Jarum Jahit Orange SMx1014B Orange Needles MY Flat,,Jarum / Needles,C,50,2000000000013
A,Small Parts Wall,A-03,22,TKM-00031-01,Jarum Jahit Orange HAx1 / HA x 1 Orange Needles Me,,Jarum / Needles,C,0,2000000000048
A,Small Parts Wall,A-03,23,TKM-00031-02,Jarum Jahit Orange HAx1 / HA x 1 Orange Needles Me,,Jarum / Needles,C,0,2000000000049
A,Small Parts Wall,A-03,24,TKM-00031-03,Jarum Jahit Orange HAx1 / HA x 1 Orange Needles Me,,Jarum / Needles,C,0,2000000000050
A,Small Parts Wall,A-03,25,TKM-00031-04,Jarum Jahit Orange HAx1 / HA x 1 Orange Needles Me,,Jarum / Needles,C,0,2000000000051
A,Small Parts Wall,A-03,26,TKM-00031-05,Jarum Jahit Orange HAx1 / HA x 1 Orange Needles Me,,Jarum / Needles,C,0,2000000000052
A,Small Parts Wall,A-03,27,TKM-00031-06,Jarum Jahit Orange HAx1 / HA x 1 Orange Needles Me,,Jarum / Needles,C,154,2000000000053
A,Small Parts Wall,A-03,28,TKM-00035-01,Jarum Orange Needles Jarum Jahit Kulit Obras DB X ,,Jarum / Needles,C,28,2000000000069
A,Small Parts Wall,A-03,29,TKM-00035-02,Jarum Orange Needles Jarum Jahit Kulit Obras DB X ,,Jarum / Needles,C,27,2000000000070
A,Small Parts Wall,A-03,30,TKM-00045-01,Jarum Orange DOx558 / DO x 558 Orange Needles Mesi,,Jarum / Needles,C,45,2000000000091
A,Small Parts Wall,A-04,1,TKM-00045-02,Jarum Orange DOx558 / DO x 558 Orange Needles Mesi,,Jarum / Needles,C,50,2000000000092
A,Small Parts Wall,A-04,2,TKM-00045-03,Jarum Orange DOx558 / DO x 558 Orange Needles Mesi,,Jarum / Needles,C,139,2000000000093
A,Small Parts Wall,A-04,3,TKM-00051-01,Jarum Mesin Kansai Smocking Jarum Dua Rantai Smoki,,Jarum / Needles,C,100,2000000000099
A,Small Parts Wall,A-04,4,TKM-00051-02,Jarum Mesin Kansai Smocking Jarum Dua Rantai Smoki,,Jarum / Needles,C,100,2000000000100
A,Small Parts Wall,A-04,5,TKM-00051-03,Jarum Mesin Kansai Smocking Jarum Dua Rantai Smoki,,Jarum / Needles,C,100,2000000000101
A,Small Parts Wall,A-04,6,TKM-00058-01,Jarum Jahit Organ JAPAN TVx7 / TV x 7 Jarum Mick u,,Jarum / Needles,C,1000,2000000000114
A,Small Parts Wall,A-04,7,TKM-00058-02,Jarum Jahit Organ JAPAN TVx7 / TV x 7 Jarum Mick u,,Jarum / Needles,C,1000,2000000000115
A,Small Parts Wall,A-04,8,TKM-00058-03,Jarum Jahit Organ JAPAN TVx7 / TV x 7 Jarum Mick u,,Jarum / Needles,C,1000,2000000000116
A,Small Parts Wall,A-04,9,TKM-00058-04,Jarum Jahit Organ JAPAN TVx7 / TV x 7 Jarum Mick u,,Jarum / Needles,C,1000,2000000000117
A,Small Parts Wall,A-04,10,TKM-00058-05,Jarum Jahit Organ JAPAN TVx7 / TV x 7 Jarum Mick u,,Jarum / Needles,C,1000,2000000000118
A,Small Parts Wall,A-04,11,TKM-00058-06,Jarum Jahit Organ JAPAN TVx7 / TV x 7 Jarum Mick u,,Jarum / Needles,C,1000,2000000000119
A,Small Parts Wall,A-04,12,TKM-00058-07,Jarum Jahit Organ JAPAN TVx7 / TV x 7 Jarum Mick u,,Jarum / Needles,C,1000,2000000000120
A,Small Parts Wall,A-04,13,TKM-00058-08,Jarum Jahit Organ JAPAN TVx7 / TV x 7 Jarum Mick u,,Jarum / Needles,C,1000,2000000000121
A,Small Parts Wall,A-04,14,TKM-00068-01,Jarum Jahit Orange TQx7 / TQ x 7 Orange Neddles - ,,Jarum / Needles,C,4,2000000000135
A,Small Parts Wall,A-04,15,TKM-00068-02,Jarum Jahit Orange TQx7 / TQ x 7 Orange Neddles - ,,Jarum / Needles,C,100,2000000000136
A,Small Parts Wall,A-04,16,TKM-00068-03,Jarum Jahit Orange TQx7 / TQ x 7 Orange Neddles - ,,Jarum / Needles,C,92,2000000000137
A,Small Parts Wall,A-04,17,TKM-00068-04,Jarum Jahit Orange TQx7 / TQ x 7 Orange Neddles - ,,Jarum / Needles,C,100,2000000000138
A,Small Parts Wall,A-04,18,TKM-00068-05,Jarum Jahit Orange TQx7 / TQ x 7 Orange Neddles - ,,Jarum / Needles,C,115,2000000000139
A,Small Parts Wall,A-04,19,TKM-00079,needle clamp r57 201031a,,Jarum / Needles,C,10,2000000000167
A,Small Parts Wall,A-04,20,TKM-00090-01,ORIGINAL! Jarum Organ DPx17 Dp x 17 (original Japa,,Jarum / Needles,C,415,2000000000184
A,Small Parts Wall,A-04,21,TKM-00090-02,ORIGINAL! Jarum Organ DPx17 Dp x 17 (original Japa,,Jarum / Needles,C,2500,2000000000185
A,Small Parts Wall,A-04,22,TKM-00090-03,ORIGINAL! Jarum Organ DPx17 Dp x 17 (original Japa,,Jarum / Needles,C,1997,2000000000186
A,Small Parts Wall,A-04,23,TKM-00090-04,ORIGINAL! Jarum Organ DPx17 Dp x 17 (original Japa,,Jarum / Needles,C,938,2000000000187
A,Small Parts Wall,A-04,24,TKM-00090-05,ORIGINAL! Jarum Organ DPx17 Dp x 17 (original Japa,,Jarum / Needles,C,1997,2000000000188
A,Small Parts Wall,A-04,25,TKM-00090-06,ORIGINAL! Jarum Organ DPx17 Dp x 17 (original Japa,,Jarum / Needles,C,1996,2000000000189
A,Small Parts Wall,A-04,26,TKM-00090-07,ORIGINAL! Jarum Organ DPx17 Dp x 17 (original Japa,,Jarum / Needles,C,200,2000000000190
A,Small Parts Wall,A-04,27,TKM-00090-08,ORIGINAL! Jarum Organ DPx17 Dp x 17 (original Japa,,Jarum / Needles,C,72,2000000000191
A,Small Parts Wall,A-04,28,TKM-00090-09,ORIGINAL! Jarum Organ DPx17 Dp x 17 (original Japa,,Jarum / Needles,C,1989,2000000000192
A,Small Parts Wall,A-04,29,TKM-00090-10,ORIGINAL! Jarum Organ DPx17 Dp x 17 (original Japa,,Jarum / Needles,C,483,2000000000193
A,Small Parts Wall,A-04,30,TKM-00090-11,ORIGINAL! Jarum Organ DPx17 Dp x 17 (original Japa,,Jarum / Needles,C,262,2000000000194
A,Small Parts Wall,A-05,1,TKM-00090-12,ORIGINAL! Jarum Organ DPx17 Dp x 17 (original Japa,,Jarum / Needles,C,296,2000000000195
A,Small Parts Wall,A-05,2,TKM-00090-13,ORIGINAL! Jarum Organ DPx17 Dp x 17 (original Japa,,Jarum / Needles,C,1991,2000000000196
A,Small Parts Wall,A-05,3,TKM-00111-01,Gunting Kain Butterfly Original Hitam (Gunting Baj,,Jarum / Needles,C,967,2000000000242
A,Small Parts Wall,A-05,4,TKM-00111-02,Gunting Kain Butterfly Original Hitam (Gunting Baj,,Jarum / Needles,C,988,2000000000243
A,Small Parts Wall,A-05,5,TKM-00114-01,Jarum Jahit Orange Needles TVx5 / TV x 5 Korea - 1,,Jarum / Needles,C,150,2000000000246
A,Small Parts Wall,A-05,6,TKM-00114-02,Jarum Jahit Orange Needles TVx5 / TV x 5 Korea - 2,,Jarum / Needles,C,89,2000000000247
A,Small Parts Wall,A-05,7,TKM-00114-03,Jarum Jahit Orange Needles TVx5 / TV x 5 Korea - 1,,Jarum / Needles,C,47,2000000000248
A,Small Parts Wall,A-05,8,TKM-00114-04,Jarum Jahit Orange Needles TVx5 / TV x 5 Korea - 1,,Jarum / Needles,C,67,2000000000249
A,Small Parts Wall,A-05,9,TKM-00114-05,Jarum Jahit Orange Needles TVx5 / TV x 5 Korea - 1,,Jarum / Needles,C,129,2000000000250
A,Small Parts Wall,A-05,10,TKM-00124-01,Jarum Jahit Orange  LW x 6T / LWx6T Som soom - 14/,,Jarum / Needles,C,129,2000000000265
A,Small Parts Wall,A-05,11,TKM-00124-02,Jarum Jahit Orange  LW x 6T / LWx6T Som soom - 16/,,Jarum / Needles,C,52,2000000000266
A,Small Parts Wall,A-05,12,TKM-00124-03,Jarum Jahit Orange  LW x 6T / LWx6T Som soom - 9/9,,Jarum / Needles,C,224,2000000000267
A,Small Parts Wall,A-05,13,TKM-00124-04,Jarum Jahit Orange  LW x 6T / LWx6T Som soom - 11/,,Jarum / Needles,C,144,2000000000268
A,Small Parts Wall,A-05,14,TKM-00143-01,Jarum Jahit Orange DRx2 / DR x 2Karung Karpet Geot,,Jarum / Needles,C,75,2000000000314
A,Small Parts Wall,A-05,15,TKM-00143-02,Jarum Jahit Orange DRx2 / DR x 2Karung Karpet Geot,,Jarum / Needles,C,8,2000000000315
A,Small Parts Wall,A-05,16,TKM-00144-01,Jarum Jahit Orange FLx118B / FL x 118B Orange Need,,Jarum / Needles,C,49,2000000000316
A,Small Parts Wall,A-05,17,TKM-00144-02,Jarum Jahit Orange FLx118B / FL x 118B Orange Need,,Jarum / Needles,C,117,2000000000317
A,Small Parts Wall,A-05,18,TKM-00144-03,Jarum Jahit Orange FLx118B / FL x 118B Orange Need,,Jarum / Needles,C,209,2000000000318
A,Small Parts Wall,A-05,19,TKM-00144-04,Jarum Jahit Orange FLx118B / FL x 118B Orange Need,,Jarum / Needles,C,193,2000000000319
A,Small Parts Wall,A-05,20,TKM-00146-01,Jarum Organ Mesin Lubang Kancing DPx5+ / DP x 5+ (,,Jarum / Needles,C,1547,2000000000325
A,Small Parts Wall,A-05,21,TKM-00146-02,Jarum Organ Mesin Lubang Kancing DPx5+ / DP x 5+ (,,Jarum / Needles,C,4498,2000000000326
A,Small Parts Wall,A-05,22,TKM-00146-04,Jarum Organ Mesin Lubang Kancing DPx5+ / DP x 5+ (,,Jarum / Needles,C,100,2000000000328
A,Small Parts Wall,A-05,23,TKM-00146-05,Jarum Organ Mesin Lubang Kancing DPx5+ / DP x 5+ (,,Jarum / Needles,C,462,2000000000329
A,Small Parts Wall,A-05,24,TKM-00146-07,Jarum Organ Mesin Lubang Kancing DPx5+ / DP x 5+ (,,Jarum / Needles,C,141,2000000000331
A,Small Parts Wall,A-05,25,TKM-00146-08,Jarum Organ Mesin Lubang Kancing DPx5+ / DP x 5+ (,,Jarum / Needles,C,7299,2000000000332
A,Small Parts Wall,A-05,26,TKM-00146-09,Jarum Organ Mesin Lubang Kancing DPx5+ / DP x 5+ (,,Jarum / Needles,C,982,2000000000333
A,Small Parts Wall,A-05,27,TKM-00146-10,Jarum Organ Mesin Lubang Kancing DPx5+ / DP x 5+ (,,Jarum / Needles,C,3195,2000000000334
A,Small Parts Wall,A-05,28,TKM-00146-12,Jarum Organ Mesin Lubang Kancing DPx5+ / DP x 5+ (,,Jarum / Needles,C,192,2000000000336
A,Small Parts Wall,A-05,29,TKM-00146-13,Jarum Organ Mesin Lubang Kancing DPx5+ / DP x 5+ (,,Jarum / Needles,C,314,2000000000337
A,Small Parts Wall,A-05,30,TKM-00146-14,Jarum Organ Mesin Lubang Kancing DPx5+ / DP x 5+ (,,Jarum / Needles,C,493,2000000000338
A,Small Parts Wall,A-06,1,TKM-00146-16,Jarum Organ Mesin Lubang Kancing DPx5+ / DP x 5+ (,,Jarum / Needles,C,83,2000000000340
A,Small Parts Wall,A-06,2,TKM-00163-04,Jarum mesin kamkut Organ UYx128 / UY x 128 / UYx12,,Jarum / Needles,C,10,2000000000369
A,Small Parts Wall,A-06,3,TKM-00163-09,Jarum mesin kamkut Organ UYx128 / UY x 128 / UYx12,,Jarum / Needles,C,337,2000000000374
A,Small Parts Wall,A-06,4,TKM-00163-11,Jarum mesin kamkut Organ UYx128 / UY x 128 / UYx12,,Jarum / Needles,C,5,2000000000376
A,Small Parts Wall,A-06,5,TKM-00163-15,Jarum mesin kamkut Organ UYx128 / UY x 128 / UYx12,,Jarum / Needles,C,96,2000000000380
A,Small Parts Wall,A-06,6,TKM-00163-16,Jarum mesin kamkut Organ UYx128 / UY x 128 / UYx12,,Jarum / Needles,C,188,2000000000381
A,Small Parts Wall,A-06,7,TKM-00166-01,Jarum Jahit Orange MTx190 / MT x 190 Bobok Kantong,,Jarum / Needles,C,200,2000000000384
A,Small Parts Wall,A-06,8,TKM-00166-02,Jarum Jahit Orange MTx190 / MT x 190 Bobok Kantong,,Jarum / Needles,C,80,2000000000385
A,Small Parts Wall,A-06,9,TKM-00166-03,Jarum Jahit Orange MTx190 / MT x 190 Bobok Kantong,,Jarum / Needles,C,100,2000000000386
A,Small Parts Wall,A-06,10,TKM-00171-01,kam Kansai W-8103F Original Japan / W 8103 F / W81,,Jarum / Needles,C,5,2000000000392
A,Small Parts Wall,A-06,11,TKM-00171-02,kam Kansai W-8103F Original Japan / W 8103 F / W81,,Jarum / Needles,C,5,2000000000393
A,Small Parts Wall,A-06,12,TKM-00172,Needle Plate YAMATO Dcz Benang 3,,Jarum / Needles,C,27,2000000000394
A,Small Parts Wall,A-06,13,TKM-00188,"Jarum Jahit Orange DV x 1 / DVx1, #11",,Jarum / Needles,C,21,2000000000426
A,Small Parts Wall,A-06,14,TKM-00211-01,Jarum Jahit Mesin Overdeck 3 Jarum Hemming Bisban ,,Jarum / Needles,C,1000,2000000000472
A,Small Parts Wall,A-06,15,TKM-00211-02,Jarum Jahit Mesin Overdeck 3 Jarum Hemming Bisban ,,Jarum / Needles,C,1000,2000000000473
A,Small Parts Wall,A-06,16,TKM-00211-03,Jarum Jahit Mesin Overdeck 3 Jarum Hemming Bisban ,,Jarum / Needles,C,1000,2000000000474
A,Small Parts Wall,A-06,17,TKM-00211-04,Jarum Jahit Mesin Overdeck 3 Jarum Hemming Bisban ,,Jarum / Needles,C,1000,2000000000475
A,Small Parts Wall,A-06,18,TKM-00211-05,Jarum Jahit Mesin Overdeck 3 Jarum Hemming Bisban ,,Jarum / Needles,C,1000,2000000000476
A,Small Parts Wall,A-06,19,TKM-00211-06,Jarum Jahit Mesin Overdeck 3 Jarum Hemming Bisban ,,Jarum / Needles,C,1000,2000000000477
A,Small Parts Wall,A-06,20,TKM-00211-07,Jarum Jahit Mesin Overdeck 3 Jarum Hemming Bisban ,,Jarum / Needles,C,1000,2000000000478
A,Small Parts Wall,A-06,21,TKM-00221-01,Jarum Bordir Komputer Organ ORI JAPAN DBxK5 Organ ,,Jarum / Needles,C,246,2000000000503
A,Small Parts Wall,A-06,22,TKM-00221-02,Jarum Bordir Komputer Organ ORI JAPAN DBxK5 Organ ,,Jarum / Needles,C,5,2000000000504
A,Small Parts Wall,A-06,23,TKM-00221-03,Jarum Bordir Komputer Organ ORI JAPAN DBxK5 Organ ,,Jarum / Needles,C,1993,2000000000505
A,Small Parts Wall,A-06,24,TKM-00221-04,Jarum Bordir Komputer Organ ORI JAPAN DBxK5 Organ ,,Jarum / Needles,C,1912,2000000000506
A,Small Parts Wall,A-06,25,TKM-00221-05,Jarum Bordir Komputer Organ ORI JAPAN DBxK5 Organ ,,Jarum / Needles,C,246,2000000000507
A,Small Parts Wall,A-06,26,TKM-00221-06,Jarum Bordir Komputer Organ ORI JAPAN DBxK5 Organ ,,Jarum / Needles,C,1954,2000000000508
